text,clean_text
@CDCgov &amp; don't forget to use a glory hole if you decide to get intimate with something  !,amp dont forget to use a glory hole if you decide to get intimate with something
@CDCgov With no double blind study on masks you are simply spreading misinformation.,with no double blind study on masks you are simply spreading misinformation
@CDCgov please retweet this,please retweet this
@CDCgov Don't tell people to wash hands away from home. Many washrooms are closed now and besides who wants to use a public WC. Take a purse sized Sanitizer and clean hands and common surfaces with each contact.,dont tell people to wash hands away from home many washrooms are closed now and besides who wants to use a public wc take a purse sized sanitizer and clean hands and common surfaces with each contact
@CDCgov STAY OUT OF OUR LIVES!  RIP CDC.,stay out of our lives rip cdc
@CDCgov Merry Christmas to you too!,merry christmas to you too
@CDCgov Some people failed science and it shows. Why wear a mask... why 6 feet apart.... just go back to middle school if you need a science class. Then again you probably knew more than the teacher which is why you failed.,some people failed science and it shows why wear a mask why feet apart just go back to middle school if you need a science class then again you probably knew more than the teacher which is why you failed
@CDCgov Fear is beyond the pale 😤,fear is beyond the pale
@CDCgov Merry Christmas to you too ya jackasses,merry christmas to you too ya jackasses
@CDCgov It's a shame @foxnews beat you to this! https://t.co/UWWUNUjZ8f,its a shame beat you to this
"@CDCgov Put #Vitamind in those bubbles in the pics! Get that word out. ""C'mon, man!"" @JoeBiden  You casn doooo it....   Merry Christmas! @joebidenupdates https://t.co/I7I5P5wHV7",put vitamind in those bubbles in the pics get that word out cmon man you casn doooo it merry christmas
"@CDCgov Yeah, go ahead and isolate yourself on Christmas, so you can feel sad and alone. Totally just what people need, right? Despicable. The CDC should be ashamed.",yeah go ahead and isolate yourself on christmas so you can feel sad and alone totally just what people need right despicable the cdc should be ashamed
"@CDCgov These are baseless unsustained claims. Great advice from Congressman Swalwell on Corona.
https://t.co/YrsaffiUVj",these are baseless unsustained claims great advice from congressman swalwell on corona
@CDCgov Six feet apart in your own home wearing masks🤦‍♀️🙊🙉🙈. #Treason #sedition #CrimesAgainstHumanity . Your evil af.,six feet apart in your own home wearing masks treason sedition crimesagainsthumanity your evil af
@CDCgov FAKE NEWS....NOTHING YOU SAY IS TRUE,fake newsnothing you say is true
@CDCgov Yawn,yawn
"@CDCgov If the CDC doesn’t have a purified isolate of Covid 19 how do you know it causes illness, how do PCR tests work &amp; how can a vaccine work? 40+ countries worldwide do not have a purified isolate of the supposed Covid 19. You don’t have to be a rocket scientist to work this scam out",if the cdc doesnt have a purified isolate of covid how do you know it causes illness how do pcr tests work amp how can a vaccine work countries worldwide do not have a purified isolate of the supposed covid you dont have to be a rocket scientist to work this scam out
@CDCgov Over 40years of science has shown masks do not work. You're are criminal organizations promoting psuedoscience for profit!!,over years of science has shown masks do not work youre are criminal organizations promoting psuedoscience for profit
@CDCgov WOW! What an update and so timely. Like we have not heard this better than 6 months. If we have been doing this (other than our elected officials) why are things still so bad and getting worse   Maybe the lock down we’re not the right answer.,wow what an update and so timely like we have not heard this better than months if we have been doing this other than our elected officials why are things still so bad and getting worse maybe the lock down were not the right answer
